"Timestamp","Scope","Pid(s)","CPU_Percent","WorkingSet_MB","Private_MB","Threads","Handles"
"2025-08-20T00:09:41","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.903","9616.66","9451.64","1622","29101"
"2025-08-20T00:09:42","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.887","9619.65","9455.18","1622","29101"
"2025-08-20T00:09:43","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.894","9618.06","9453.2","1622","29101"
"2025-08-20T00:09:44","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.891","9615.49","9450.18","1622","29101"
"2025-08-20T00:09:45","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.872","9664.48","9474.95","1639","29430"
"2025-08-20T00:09:46","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.916","9665.11","9475.51","1639","29430"
"2025-08-20T00:09:47","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.928","9664.82","9475.01","1639","29424"
"2025-08-20T00:09:48","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.917","9676.58","9487.76","1639","29424"
"2025-08-20T00:09:49","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.925","9674.24","9485.1","1638","29422"
"2025-08-20T00:09:50","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.88","9753.21","9547.36","1658","29805"
"2025-08-20T00:09:51","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.888","9750.94","9546.75","1658","29805"
"2025-08-20T00:09:52","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.906","9761.08","9556.78","1658","29805"
"2025-08-20T00:09:53","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.902","9759.04","9555.98","1658","29806"
"2025-08-20T00:09:54","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.912","9753.01","9550.62","1658","29805"
"2025-08-20T00:09:55","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.899","9751.69","9548.72","1656","29805"
"2025-08-20T00:09:56","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.881","9750.93","9547.65","1654","29805"
"2025-08-20T00:09:57","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","9.706","9757.95","9558.93","1654","29805"
"2025-08-20T00:09:58","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.934","9767.76","9571.43","1654","29805"
"2025-08-20T00:09:59","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.933","9753.08","9553.75","1654","29805"
"2025-08-20T00:10:00","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.912","9752.55","9553.18","1654","29805"
"2025-08-20T00:10:01","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","9.845","9749.79","9549.83","1654","29807"
"2025-08-20T00:10:02","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.898","9752.75","9552.77","1654","29807"
"2025-08-20T00:10:03","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.926","9762.65","9563.4","1654","29809"
"2025-08-20T00:10:04","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.888","9750.86","9549.59","1654","29807"
"2025-08-20T00:10:05","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.91","9750.75","9549.39","1654","29809"
"2025-08-20T00:10:06","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.902","9751.57","9550.41","1654","29807"
"2025-08-20T00:10:07","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.933","9749.88","9548.74","1654","29808"
"2025-08-20T00:10:08","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.805","9760.89","9562.52","1654","29807"
"2025-08-20T00:10:09","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.909","9767.24","9570.64","1654","29807"
"2025-08-20T00:10:10","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.908","9741.26","9542.28","1654","29807"
"2025-08-20T00:10:11","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.924","9753.15","9554.48","1654","29807"
"2025-08-20T00:10:12","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.88","9733.23","9533.53","1654","29807"
"2025-08-20T00:10:13","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.894","9740.9","9541.77","1654","29808"
"2025-08-20T00:10:14","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30292;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.954","9737.93","9538.28","1654","29802"
"2025-08-20T00:10:15","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.855","9689.79","9514.84","1637","29488"
"2025-08-20T00:10:16","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.933","9707.03","9536.8","1637","29490"
"2025-08-20T00:10:17","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.91","9697.05","9526.75","1637","29490"
"2025-08-20T00:10:18","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.88","9708.14","9539.76","1637","29490"
"2025-08-20T00:10:19","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.869","9692.39","9515.6","1632","29406"
"2025-08-20T00:10:20","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.892","9682.01","9505.23","1632","29407"
"2025-08-20T00:10:21","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.952","9692.8","9513.32","1632","29411"
"2025-08-20T00:10:22","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.942","9700.9","9524.13","1632","29405"
"2025-08-20T00:10:23","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.91","9700.69","9524.1","1632","29405"
"2025-08-20T00:10:24","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.916","9694.61","9518.4","1632","29403"
"2025-08-20T00:10:25","chrome","560;3884;4300;4964;12692;13228;13572;13676;14244;14488;14672;15212;15788;16464;18112;18568;20744;21168;22060;23068;23288;23724;23856;24360;24508;24640;24884;25372;25460;26588;26920;27856;27932;28100;28520;28764;29368;29644;30300;30412;31236;32056;32908;32988;33756;33768;34956;35540;35876;36104;36368;36380;36784;37596;38208;38408;39488;39816","4.918","9704.7","9525.25","1632","29405"
